"id","k3","k4","k5"
"7445",0.9,1.74,3.88
"7446",2.16,3.94,3.58
"7447",3.8,7.68,3.92
"7448",3.32,4.38,5.86
"7449",4.92,4.46,2.86
"7450",1.8,9.42,0.8
"7451",6.84,1.9,4.52
"7452",3.42,3.28,10.22
"7453",1.64,6.46,11.1
"7454",4.98,11.32,3.58
"7455",1.32,1.9,4.28
"7456",0.6,3.16,6.9
"7457",2.12,3.1,5.48
"7458",0.68,4.56,6.06
"7459",6.36,6.7,2.08
"7460",0.9,5.12,10.06
"7461",1.16,11.58,3.34
"7462",1.8,1.76,2.2
"7463",3.18,1.12,2.86
"7464",0.46,4.64,2.6
"7465",0.36,3.24,7.74
"7466",0.76,2.22,2.5
"7467",4.42,3.48,5.06
"7468",3,7.62,3.82
"7469",4.52,2.62,3.5
"7470",3.66,3.66,4.3
"7471",4.44,1.44,7.32
"7472",0.72,4.06,3.98
"7473",4.6,5.64,10.24
"7474",2.76,3.3,2.04
"7475",5.04,4.64,3.9
"7476",1.82,2.4,6.36
"7477",0.82,1.42,2.36
"7478",5.48,2.62,4.86
"7479",4.94,3.18,5.18
"7480",10.76,11.36,2.9
"7481",2.68,6.94,0.94
"7482",4.76,2.04,3.1
"7483",3.78,5.24,4.4
"7484",2.46,6.1,2.22
"7485",7.9,8.06,2.72
"7486",0.5,1.22,2.36
"7487",1.26,3.7,3.1
"7488",0.42,7.8,2.78
"7489",2.54,0.74,10.38
"7490",3.92,0.72,2.32
"7491",2.88,14.08,3.44
"7492",3.5,4.44,4.12
"7493",4.14,3.5,4.5
"7494",15.96,3.1,2.26
"7495",1.82,6.68,4.8
"7496",0.4,1.32,11.76
"7497",3.12,5.24,8.22
"7498",1.3,0.78,4.56
"7499",2.1,5.7,2.44
"7500",3.42,1.2,2.02
"7501",3.24,5.86,2.4
"7502",4.4,4.6,7.74
"7503",3.32,3.16,7.84
"7504",0.74,3.98,4.58
"7505",2.1,1.98,6.76
"7506",0.5,2.6,2.38
"7507",3.88,5.36,5.94
"7508",1.64,1.06,8.02
"7509",4.86,2.2,4.32
"7510",1.76,6.28,4.14
"7511",2.62,7.74,6.32
"7512",1.4,5.06,4.62
"7513",5.94,4.6,4.4
"7514",1.1,3.02,5.1
"7515",3.9,2.82,10.58
"7516",6.02,1.42,4.3
"7517",2.54,4.22,2.04
"7518",1.7,2.28,2.16
"7519",1,2,8
"7520",2.68,6.48,5.16
"7521",0.88,5.6,1.98
"7522",6.6,3.2,4.74
"7523",1.26,2.68,4.56
"7524",2.5,8.06,2.54
"7525",1.46,3.48,2.12
"7526",3.42,6.18,2.06
"7527",4.08,1.38,5
"7528",1.66,2.34,1.84
"7529",5.62,1.66,5.8
"7530",5.46,2.74,3.6
"7531",1.4,6.62,6.28
"7532",3.8,3,2.3
"7533",1.02,2.62,3.46
"7534",1.34,1.1,2.94
"7535",6.26,1.78,1.24
"7536",1.04,10.38,5.4
"7537",1.96,4.86,8.44
"7538",2.6,5.04,2.46
"7539",1.16,2.76,2.56
"7540",6.48,1.02,4.52
"7541",2.62,3.3,5.98
"7542",2.84,9.9,7.24
"7543",1.68,3.64,0.78
"7544",3.5,7.44,6.9
"7545",5.16,6.54,1.32
"7546",2.34,2.82,6.2
"7547",1.42,2.06,7.56
"7548",0.62,2.06,1.2
"7549",5.62,0.86,7
"7550",1.7,2.84,2.86
"7551",4.22,5.44,7.12
"7552",6.54,3.08,7
"7553",0.18,1.1,1.34
"7554",1.54,3.58,1.1
"7555",0.52,6.86,2.26
"7556",0.46,2.22,3.2
"7557",2.6,1.88,3.9
"7558",2.68,3.8,4.76
"7559",2.92,3.16,3.24
"7560",2.62,1.36,1.12
"7561",1.66,3.38,3.86
"7562",1.3,6.2,3.6
"7563",2.84,2.52,3.16
"7564",2.86,2.36,5.12
"7565",3.96,2.24,7.16
"7566",2.7,3.5,4.4
"7567",4.48,5.24,4.16
"7568",1.02,2.74,1.64
"7569",1.98,2.8,3.14
"7570",7.92,0.96,9.56
"7571",1.32,1.38,1.42
"7572",5.72,2.8,3.02
"7573",3.44,7.4,10.76
"7574",0.38,2.48,5.66
"7575",2.14,2.82,1.72
"7576",9.78,0.76,1.02
"7577",0.94,2.24,1.9
"7578",9.46,1.42,3.06
"7579",3.88,3.14,3.48
"7580",1,3.16,3.04
"7581",1.9,3.62,5.22
"7582",4.5,7,2.9
"7583",2.28,1.62,2.32
"7584",2.62,5.02,3.68
"7585",1.96,3.32,4.6
"7586",3.06,6.66,2.4
"7587",2.28,4.62,6.54
"7588",2.86,3.68,7.44
"7589",6.6,2.06,4.14
"7590",4.26,1.2,3.8
"7591",1.38,5.76,5.38
"7592",1.24,3.56,0.64
"7593",1.58,1.76,3.54
"7594",4.6,1.12,3.1
"7595",0.36,5.1,2.92
"7596",2.48,3.1,5.5
"7597",0.3,2,2.66
"7598",0.92,1.96,8.38
"7599",1.56,6.52,1.46
"7600",11.96,3.74,6.02
"7601",4.2,3.9,7.98
"7602",6.24,1.82,4.1
"7603",0.78,3,4.48
"7604",4.04,1.56,3.14
"7605",2.52,0.9,2.62
"7606",1.24,2.18,0.98
"7607",9.32,6.66,8.22
"7608",2.1,5.02,4.48
"7609",3.46,2.48,0.58
"7610",3.28,3.66,0.3
"7611",0.84,3.88,6.02
"7612",7.58,2.06,2.24
"7613",2.1,2.3,2.4
"7614",2.62,2.06,6.72
"7615",0.76,3.24,3.12
"7616",1.48,1.58,2.78
"7617",6.8,2.5,4.62
"7618",4.2,0.76,1.88
"7619",1.2,4.04,5.04
"7620",2.98,1.32,2.5
"7621",0.86,7.16,1.96
"7622",2.92,1.76,1.72
"7623",2.02,4.96,4.44
"7624",3.42,4.34,4.28
"7625",1.5,2.04,4.62
"7626",0.94,2.46,3.44
"7627",3.24,4.12,4.84
"7628",2.06,2.78,7.94
"7629",6.7,2.96,1.92
"7630",6.66,0.86,10.24
"7631",1.82,6.52,4.32
"7632",3.54,5.96,1.58
"7633",1.1,3.42,2.4
"7634",2.5,7.5,3.08
"7635",7.02,2.78,1.52
"7636",1.06,2.6,2.88
"7637",2.58,6.76,0.54
"7638",1.22,0.68,6.92
"7639",1.66,5.74,6.54
"7640",1.48,4.46,3.66
"7641",1,5.58,9.78
"7642",0.58,4.74,3.36
"7643",2.18,6.76,4.74
"7644",4.44,4.38,1.34
"7645",1.3,3.74,3.98
"7646",0.94,2.92,7.7
"7647",5.16,3.16,3.3
"7648",5.96,1.84,5.4
"7649",0.74,4.38,9.2
"7650",0.76,3.2,4.08
"7651",3.02,2.12,2.88
"7652",3.44,4.78,6.12
"7653",4.42,5.6,10.52
"7654",2.26,3.66,5.44
"7655",1.2,1.74,2.44
"7656",4.58,3.02,4.32
"7657",0.44,1.7,2.8
"7658",2.34,3.34,3.34
"7659",2.3,3.48,3.84
"7660",1.74,1.28,6.86
"7661",2.34,4.92,2.38
"7662",1.32,2.46,1.72
"7663",0.86,1.62,2.7
"7664",3.62,2.68,5.32
"7665",1.08,1.56,3.26
"7666",5.58,4.62,1.5
"7667",0.92,1.9,1.66
"7668",1.7,2.98,3.74
"7669",1.48,20.38,4.36
"7670",0.62,2.52,3.04
"7671",0.94,3.96,6.12
"7672",2.62,2.28,3.24
"7673",6.78,0.9,5.08
"7674",2.28,4.4,8.28
"7675",0.3,6.6,3.96
"7676",1,11.96,5.52
"7677",2.5,4.28,6.14
"7678",5.46,3.84,3.36
"7679",3.92,8,6.52
"7680",0.18,5.74,4.86
"7681",1.66,3.6,1.68
"7682",3.06,2.72,1.06
"7683",5.46,2.76,8
"7684",0.6,12.92,0.9
"7685",0.86,5,1.54
"7686",1.24,2.82,3.76
"7687",1.94,1.04,1.66
"7688",2.12,9.04,4.58
"7689",0.86,4.94,4.62
"7690",6.02,9.04,3.88
"7691",3.56,2.9,2.88
"7692",5.86,2.94,6.14
"7693",3,5.8,2
"7694",0.36,2.72,3.16
"7695",1.36,1,2.16
"7696",2.42,2.08,7.06
"7697",5.18,0.54,4.28
"7698",2.44,6.52,4.48
"7699",0.86,2.92,3.22
"7700",1.84,5,5.9
"7701",7.28,2.4,4.82
"7702",1.08,6.36,2.44
"7703",8.06,5.66,5.66
"7704",9.26,5,6.14
"7705",0.68,4.28,4.12
"7706",2.9,6.7,2.24
"7707",3.14,3.88,6.02
"7708",1.32,3.66,4.54
"7709",1.08,3.6,1.06
"7710",3.7,2.12,3.62
"7711",3.6,1.26,6.28
"7712",3.4,4.76,2.76
"7713",6.34,4.94,3.96
"7714",3.42,3.12,4.54
"7715",3.9,2.86,1.42
"7716",3.34,7.36,1.38
"7717",3.3,2.66,5.28
"7718",0.36,5,5.26
"7719",1.68,2.88,2.5
"7720",5.66,3.56,4.92
"7721",0.9,5.4,0.9
"7722",1.08,1.68,3.1
"7723",3.3,4.78,4.66
"7724",2.34,2.36,5.32
"7725",1.24,7.56,5.02
"7726",5.82,1.4,2.88
"7727",1.68,4.44,4.46
"7728",2.36,2.56,10.4
"7729",3.94,7.8,6.74
"7730",2.76,2.52,4.86
"7731",3.74,9.8,0.68
"7732",8.36,1.92,3.42
"7733",2.6,3.24,7.16
"7734",2.98,2.94,3.84
"7735",2.04,6.3,1.34
"7736",2.36,3.36,0.92
"7737",3.78,5.12,2.16
"7738",2.22,2.34,2.92
"7739",0.9,8.9,2.06
"7740",0.82,5.12,3.48
"7741",5.88,0.9,5.34
"7742",0.56,2.78,1.74
"7743",6.02,3.06,2.9
"7744",2.46,2.68,1.72
"7745",5.2,8.06,4.78
"7746",1.08,4.9,6.44
"7747",4.18,13.08,0.68
"7748",1.62,1.62,14.24
"7749",1.86,1.4,7.44
"7750",3.48,4.2,7.06
"7751",4.64,2.28,8.08
"7752",1.7,1.82,4.7
"7753",2.06,1.8,8.78
"7754",2.26,5.02,4.36
"7755",0.58,2.16,9.12
"7756",1,5.06,10.42
"7757",2.76,2.86,0.84
"7758",2.16,0.8,8.84
"7759",0.9,0.44,9.18
"7760",0.26,3.32,5
"7761",3.04,5.6,7.32
"7762",9.5,4.8,3.7
"7763",7.66,2.18,2.66
"7764",2.68,2.62,0.94
"7765",5.72,1.94,5.2
"7766",0.6,4.18,7.26
"7767",2.6,2.12,5.42
"7768",2.18,4.78,5.9
"7769",2.48,6.76,1.12
"7770",3.44,5.1,1.5
"7771",1.98,4.02,6.4
"7772",1.2,6.84,5.68
"7773",0.84,6.62,7.32
"7774",4.14,4.12,5.44
"7775",3.64,0.92,3.78
"7776",6.6,5.4,8
"7777",3.4,6.2,2.34
"7778",0.3,5.24,3.76
"7779",0.52,5.48,10.14
"7780",2.4,3.48,11.66
"7781",2.84,1.88,12.38
"7782",1,3.56,0.7
"7783",2.02,2.06,6.62
"7784",1.08,2.88,2.84
"7785",1.8,1.84,1.5
"7786",2.96,2.68,6.46
"7787",2.38,7.18,8.06
"7788",2.12,4.06,3.12
"7789",2.2,1.96,9.12
"7790",1.22,2.98,4.5
"7791",2.44,2.4,4.6
"7792",3.4,2.64,3.26
"7793",1.56,2.06,6
"7794",0.36,2.3,9.08
"7795",1.26,0.68,1.98
"7796",2.66,4.14,1.16
"7797",8.36,5.82,4.64
"7798",4.36,4.8,1.2
"7799",4.98,7.98,3.52
"7800",1.02,2.86,1.3
"7801",0.66,2.64,0.78
"7802",0.84,1.3,2.98
"7803",0.7,7,2.76
"7804",1.32,5.6,4.66
"7805",1.56,2.52,0.28
"7806",3.64,1.58,3.86
"7807",1.38,4.52,12.88
"7808",1.58,1.9,7.02
"7809",4.68,3.48,1.88
"7810",4.28,3.12,3.8
"7811",3.12,1.32,5.9
"7812",4.1,1.98,5.5
"7813",4.56,2.56,3.76
"7814",2.36,1.18,5.66
"7815",2.2,2.56,14.48
"7816",1.86,4.46,0.64
"7817",5.34,0.5,6.56
"7818",7.6,9.74,1.56
"7819",2.02,1.02,1.04
"7820",5.08,1.42,1.58
"7821",2.28,4.62,16.7
"7822",3.1,0.28,14.46
"7823",4.92,3.88,1.56
"7824",6.04,1.6,8.06
"7825",1.24,1.82,3.88
"7826",4.4,1.94,1.2
"7827",6.32,9.6,5.18
"7828",3.18,1.62,2.68
"7829",2.52,3.82,5.52
"7830",4.44,10.98,4.62
"7831",3.32,0.5,6.64
"7832",0.6,6.26,4.3
"7833",1.18,3.5,4.62
"7834",1.32,1.74,4.94
"7835",0.98,6.34,3.9
"7836",1.5,3.18,8.94
"7837",1.14,3.42,2.76
"7838",1.88,2.28,8.76
"7839",4.8,6.54,4.84
"7840",9,2.26,5.52
"7841",1.3,4.92,2.12
"7842",3.84,4.62,5.5
"7843",1.08,1.58,2.52
"7844",9.16,3.8,5.06
"7845",2.9,2.62,1.6
"7846",4.74,1.54,6.56
"7847",7.88,8.9,1.54
"7848",1.38,5.32,2.16
"7849",3.66,3.88,3.36
"7850",2.1,1.84,4.68
"7851",2.4,0.86,5.2
"7852",1.32,8.28,5.38
"7853",2.64,5.32,2.7
"7854",0.98,3.16,2.72
"7855",1.88,3.02,4.98
"7856",3.8,4.62,3.04
"7857",0.44,4.04,7.26
"7858",4.68,3.66,7.04
"7859",2.92,9.12,3.28
"7860",8.26,2.94,2.84
"7861",2.28,1.8,5.64
"7862",1.26,5.08,5.86
"7863",0.5,5.58,3.24
"7864",3.74,4.04,7.58
"7865",1.7,7.48,23.7
"7866",3.34,3.84,4.24
"7867",1.22,2.66,6.54
"7868",3.4,3.58,11.62
"7869",0.46,2.12,4.54
"7870",2.16,2.52,1.34
"7871",0.52,2.48,5.26
"7872",1.9,2.84,1.46
"7873",3.3,6.2,7.16
"7874",2.38,2.18,5.94
"7875",0.78,6.04,5.58
"7876",0.24,1.72,6.72
"7877",2.12,4.94,5.46
"7878",4.6,6.64,3.14
"7879",1.74,5.54,3.38
"7880",2.12,5.24,5.2
"7881",3.48,1.52,7.08
"7882",0.28,7.96,3.26
"7883",2.52,7.62,2.42
"7884",8.4,1.1,5.68
"7885",4.1,1.2,4.26
"7886",2.2,3.96,5.8
"7887",1.36,1.58,1.58
"7888",5.46,3.58,7.1
"7889",2.6,8.54,6.16
"7890",6.5,3.78,4.36
"7891",3.82,3.9,3.58
"7892",6.06,2.58,9.14
"7893",4.22,2.4,4.48
"7894",4.38,4.16,5.08
"7895",6.04,4.04,11.88
"7896",4.02,2.32,2.28
"7897",6.64,1.92,4.38
"7898",2.38,2.54,3.24
"7899",1.18,1.42,6.88
"7900",0.42,9.58,1.8
"7901",2.82,3.34,7.06
"7902",1.1,5,4.42
"7903",0.9,2.92,5.24
"7904",2.76,7.46,4.92
"7905",3.42,4.3,1.2
"7906",3,3.3,4
"7907",2.32,5.36,3.84
"7908",0.46,7.34,2.8
"7909",6.84,6.24,1.9
"7910",1.12,13.38,2.74
"7911",3.46,3.92,1.98
"7912",2.8,3.82,1.36
"7913",5.02,2.98,4.76
"7914",3.74,2.44,2.56
"7915",2.46,4.2,3.74
"7916",1.5,2.52,3.52
"7917",1.44,2.22,6.54
"7918",1.42,3.34,5.24
"7919",9.14,1.06,3.3
"7920",0.78,5.8,6.94
"7921",1.16,6.98,7.42
"7922",5.82,4.34,5.12
"7923",3.96,0.56,1.7
"7924",2.68,1.78,2.42
"7925",2.12,1.62,4.14
"7926",2.36,3.82,2.02
"7927",3.08,0.56,6.62
"7928",1.52,3.08,1.38
"7929",2.38,2.76,1.82
"7930",2.1,4.34,2.88
"7931",1.96,8.44,6.94
"7932",1.02,0.98,7.62
"7933",1.64,2.36,1.1
"7934",3.34,1.86,11.36
"7935",2.48,0.54,7.48
"7936",6.06,2.42,1.98
"7937",0.72,1.86,5.52
"7938",5.22,3.9,1.02
"7939",3.16,4.28,3.02
"7940",6.14,1.16,3.14
"7941",3.34,3.26,0.44
"7942",3.08,1.88,1.52
"7943",2.22,1.38,4.66
"7944",3,2.8,2.06
"7945",1.46,2.32,8.06
"7946",1.4,4.38,4.16
"7947",0.28,6.3,3.46
"7948",5.26,3.66,4.22
"7949",3.56,2.62,4.7
"7950",5.42,2.34,3.14
"7951",2.04,4.5,3.94
"7952",0.74,8.44,6.4
"7953",1.9,1.2,1.38
"7954",2.12,4.74,1.72
"7955",4.04,5.32,6.08
"7956",1.1,6.52,4.16
"7957",3.6,0.64,2.68
"7958",0.3,7.32,4.02
"7959",4.56,4.56,3.82
"7960",0.92,7.86,4.6
"7961",4.92,2,0.48
"7962",1.46,4.92,4.34
"7963",0.28,2.68,9.04
"7964",1.26,3.92,6.8
"7965",4.04,9.12,3.14
"7966",1.82,2.14,11.92
"7967",6.54,2.56,4.8
"7968",0.52,2.26,2.32
"7969",2.58,3.28,4.44
"7970",2.08,8.6,4.1
"7971",2.2,3.58,3.12
"7972",6.72,1.38,1.88
"7973",2.02,4.94,6
"7974",3.42,2.9,2.94
"7975",0.78,1.14,6.78
"7976",3.5,0.54,0.78
"7977",4.58,5.4,7.4
"7978",1.8,11.88,6.06
"7979",1.1,0.22,4.1
"7980",1.46,4.32,5.04
"7981",1.7,4.54,2.84
"7982",1.32,2.7,2.5
"7983",1.26,1,5
"7984",8.06,2.62,9.24
"7985",2.7,4.26,7.32
"7986",3.4,3.1,3.74
"7987",1.98,2.52,1
"7988",4.4,3.6,2.62
"7989",1.48,1,8.18
"7990",1.5,0.86,1.9
"7991",0.88,4.46,4.86
"7992",0.66,0.8,5.62
"7993",2.12,3.28,1.7
"7994",2.68,3.1,5
"7995",2.76,1.56,3.06
"7996",4.3,0.94,3.98
"7997",1.96,3.48,2.98
"7998",3.38,6.26,2.36
"7999",3.28,2.56,7.58
"8000",1.32,3.24,3.86
"8001",1.42,2.32,4.8
"8002",3.16,0.46,4.44
"8003",5.16,3.48,2.72
"8004",0.92,0.66,3.76
"8005",5.2,4.22,1.84
"8006",3.06,3.82,9.2
"8007",3.22,2.76,8.4
"8008",0.82,4.7,6.96
"8009",10.1,2.54,2.56
"8010",3.08,3.02,2.26
"8011",3.86,1.66,6.86
"8012",0.54,7.42,1.74
"8013",1.08,0.62,1.52
"8014",1.16,2.6,3.2
"8015",3.24,1.58,2.68
"8016",2.16,6.88,5.34
"8017",0.9,1.14,3.74
"8018",0.4,3.58,3.28
"8019",5.96,3.5,1.82
"8020",2.34,2.16,3.38
"8021",3.42,0.62,3.26
"8022",1.8,2.92,1.6
"8023",2.8,3.58,1.28
"8024",1.96,3.86,7.9
"8025",1.8,2.46,1.1
"8026",0.82,3.74,11.02
"8027",4.12,5.86,3.26
"8028",4.34,2.28,7.16
"8029",1.96,3.88,3.1
"8030",3.18,4.64,2.9
"8031",1.96,1.4,3.84
"8032",3.06,3.42,2.4
"8033",1.82,2.22,3.42
"8034",1.68,1.7,0.98
"8035",3.16,0.78,1.66
"8036",3.76,5.38,2.42
"8037",6.76,2.02,3.84
"8038",2.04,4.64,3.9
"8039",5.4,5.42,5.24
"8040",1.7,5.38,2.44
"8041",1.98,4.88,5.02
"8042",5.64,5.16,0.62
"8043",1.84,1.62,6.52
"8044",5.06,2.66,7.32
"8045",1.62,5.26,2.78
"8046",6.84,1.94,2.76
"8047",1.3,5.14,3.12
"8048",4.68,0.94,1.5
"8049",0.52,6.68,8.8
"8050",5.28,5.58,5.24
"8051",11.1,3.98,2.86
"8052",1.48,6.54,9.18
"8053",9.12,3.04,1.36
"8054",3.24,2.34,5.22
"8055",0.62,1.42,7.26
"8056",3.06,3.78,4.06
"8057",8.9,6.86,6.3
"8058",2.52,2.9,4.54
"8059",3.3,4.44,7.98
"8060",2.34,2.12,2.86
"8061",2.44,1.16,5.34
"8062",1.44,2.42,1.88
"8063",2.52,0.5,5.44
"8064",1.2,3.8,3.02
"8065",1.8,4.94,3.8
"8066",2.44,0.78,5.76
"8067",2.86,8.36,3.24
"8068",1.14,3.96,10.52
"8069",0.74,5.26,4.04
"8070",4.24,2.82,4.72
"8071",3.22,1.5,3.88
"8072",7.56,3.74,3.04
"8073",1.72,2.8,5.4
"8074",1.94,2.2,4.54
"8075",3.6,0.7,3.68
"8076",1.26,1.88,5.66
"8077",0.3,1.74,4.64
"8078",4.28,1.92,6.3
"8079",3.14,4.58,3.6
"8080",1.34,3.32,5.42
"8081",3.74,4.16,3.52
"8082",2.86,4.64,3.48
"8083",2.76,7.14,13.9
"8084",1.32,4.7,3.98
"8085",1.56,7.52,5.3
"8086",0.44,4.58,4.72
"8087",2.48,1.98,3.64
"8088",3.1,2.06,2.14
"8089",0.74,4.1,4.84
"8090",2.18,1.02,0.78
"8091",2.02,2.36,1.8
"8092",2.68,3.84,8.8
"8093",2.64,2.9,3.88
"8094",2.46,4.52,5.84
"8095",1.02,6.76,4.94
"8096",0.18,2.14,3.82
"8097",1.98,2.06,4.48
"8098",7.08,4.2,3.96
"8099",3.22,2.92,5.74
"8100",0.7,9.9,7.6
"8101",2.38,5.52,3.28
"8102",6.72,7.1,5.4
"8103",1.12,1.6,1.44
"8104",6.76,8.52,7.34
"8105",1.8,2.14,6.76
"8106",3.3,1.5,1.28
"8107",3.72,2.48,2.76
"8108",0.72,1.98,2.62
"8109",1.24,6.72,3.1
"8110",6.04,2.18,5.54
"8111",3.8,2.24,7.06
"8112",3.94,8.54,5.88
"8113",1.88,3.4,4.44
"8114",2.42,3.24,1.5
"8115",6.24,5.88,4.6
"8116",3.12,3.86,3.98
"8117",0.72,2.24,4.44
"8118",0.9,1.42,3.48
"8119",2.42,2.06,4.28
"8120",7.46,1.08,21.04
"8121",1.94,6.36,4.64
"8122",4.02,3.38,3.12
"8123",2.98,3.42,6.5
"8124",2.98,2.22,4.36
"8125",1.26,0.92,1.24
"8126",5.78,6.6,5.3
"8127",1.16,2.8,7.64
"8128",9.7,2.96,2.4
"8129",0.42,0.48,4.2
"8130",4.74,7.24,0.7
"8131",3.54,1.32,3.76
"8132",1.88,4.04,1.82
"8133",2.8,6.04,5.5
"8134",6,2.28,2.72
"8135",0.54,12.74,9.9
"8136",1.46,4.7,8.78
"8137",0.68,5.48,3.72
"8138",2.76,1.78,7
"8139",1.08,2.68,2.92
"8140",4.86,1.68,4.9
"8141",7.14,8.24,5.02
"8142",1.14,5.98,10.02
"8143",0.9,3.8,2.84
"8144",2.14,2.6,3.38
"8145",4.46,0.24,1.94
"8146",5.22,4.32,11.2
"8147",2.4,4.22,4.32
"8148",3.6,5.52,2.84
"8149",2.74,1.52,3.16
"8150",6.66,2.84,6.12
"8151",0.3,3.24,7.5
"8152",3,5.78,4.46
"8153",4.08,0.66,2.84
"8154",1.96,2.52,4.7
"8155",2.12,5.96,3.96
"8156",1.36,6.38,0.4
"8157",1.98,3.18,1.44
"8158",1.76,3.12,4.26
"8159",0.94,6.74,2.38
"8160",10.12,7.32,2.6
"8161",1.74,6.14,4.86
"8162",1.12,3.4,6.38
"8163",2.44,3.42,4.46
"8164",2.28,1.86,4.86
"8165",3.26,3.8,4.9
"8166",5.08,3.36,5.56
"8167",5,8.96,3.88
"8168",0.66,2.92,5.2
"8169",5.72,3.56,0.98
"8170",11.48,2.66,5.34
"8171",2.1,5.3,6.54
"8172",1.94,5.64,9.26
"8173",6.04,3.88,4.12
"8174",5.6,2.28,5.32
"8175",2.14,2.06,7.74
"8176",3.86,1.28,2.28
"8177",2.5,3.42,5.42
"8178",0.98,4.88,3.74
"8179",1.4,3.76,5.5
"8180",6.52,3.14,0.76
"8181",1.5,1.68,2.54
"8182",1.02,0.5,4.24
"8183",0.76,4.9,2.28
"8184",3.56,4.24,5.1
"8185",5.86,3.4,2.94
"8186",7.3,0.7,2.06
"8187",3.34,7.24,2.14
"8188",4.46,8.86,13.02
"8189",4.2,11.5,1.78
"8190",2.02,8.86,4.38
"8191",3.44,2.66,4.3
"8192",2.64,3.34,1.92
"8193",3.54,5.24,1.52
"8194",1.26,4.54,1.2
"8195",3.18,3.92,3.72
"8196",3.6,2.38,2.82
"8197",2.94,2.76,6.7
"8198",1.08,4.78,3.42
"8199",1.14,3.22,3.66
"8200",3.32,1.96,3.84
"8201",10.72,1.1,3.96
"8202",3.88,4.12,0.82
"8203",1.64,1.16,1.42
"8204",2.22,0.94,4.28
"8205",3.14,2.26,5.1
"8206",4.26,0.66,1.7
"8207",2.28,2.32,1.56
"8208",4.94,2,2.44
"8209",2.62,3.7,6.52
"8210",2.46,0.44,5.42
"8211",8.28,6.08,1.98
"8212",2.18,3.24,4.82
"8213",1.32,1.64,4
"8214",10.06,1.14,1.46
"8215",3.54,3.52,9.5
"8216",1.64,4.04,3.88
"8217",1.78,2.08,3.72
"8218",2.34,1.34,6.54
"8219",1.74,0.68,2.2
"8220",1.2,1.74,8.36
"8221",3.96,6.62,4
"8222",2,1.72,7.42
"8223",4.92,3.04,7.88
"8224",2.14,2.3,5.48
"8225",0.42,4.68,4.24
"8226",0.28,1,3.16
"8227",3.68,7.7,5.72
"8228",6.16,1.34,4.62
"8229",0.86,7.7,2.78
"8230",2.52,3.62,3.18
"8231",1.7,3.4,2.52
"8232",0.86,3.62,4.5
"8233",1.38,3.82,5.76
"8234",2.5,2.62,3.46
"8235",1.62,2.78,4.36
"8236",1.22,2.7,3.98
"8237",0.78,1.58,2.48
"8238",2.34,4.46,2.04
"8239",1.16,3.46,3.02
"8240",6.32,3.3,7.8
"8241",1.02,1.44,6.98
"8242",0.56,4.64,5.42
"8243",2.7,2.94,6.4
"8244",1.5,0.36,5.78
"8245",4.66,6.24,2.54
"8246",2.64,8.3,3.34
"8247",1.8,15.16,3.26
"8248",0.82,1.86,2.32
"8249",1.46,6.64,1.98
"8250",6.92,2.9,9.82
"8251",2.68,3.34,3.62
"8252",0.86,2.34,6.62
"8253",2.78,3.02,3.7
"8254",1.32,4,5.02
"8255",3.08,3.38,2.86
"8256",0.46,1.26,3.3
"8257",0.9,1.52,8.08
"8258",4.42,9.08,2.58
"8259",1.8,2.3,2
"8260",2.22,1.22,1.64
"8261",1.46,3.46,6.72
"8262",3.64,6.8,3.64
"8263",1.1,4.2,4.44
"8264",1.8,2.54,2.28
"8265",0.5,1.72,4.26
"8266",0.76,6.14,3.26
"8267",1.7,2.2,6.06
"8268",3.28,4.8,3.98
"8269",0.98,2.4,2.38
"8270",6.42,2.94,2.64
"8271",4.92,2.88,3.32
"8272",3.34,4.12,4.56
"8273",1.18,1.94,4.76
"8274",2.2,0.94,12.82
"8275",4.3,3.18,2.9
"8276",4.02,1.58,5.58
"8277",0.2,3.24,6.54
"8278",0.34,2.78,2.88
"8279",3.3,1.82,8.5
"8280",2.92,4.46,6.16
"8281",1.88,1.46,10.46
"8282",3.98,2.62,5.12
"8283",6.18,5.18,2.62
"8284",1.5,3.24,2.06
"8285",2.74,3.94,3.92
"8286",3.08,1,3.16
"8287",3.26,1.44,2.36
"8288",5.64,8.46,3.32
"8289",4.68,3.58,4.18
"8290",1.08,9.08,7.02
"8291",2.42,2,3.8
"8292",0.04,2.36,5.66
"8293",4,5.48,7.64
"8294",3.08,0.84,12.22
"8295",5.72,2.62,4.72
"8296",2,4.22,2.02
"8297",1.7,4.68,7.04
"8298",3.22,2.22,2.2
"8299",4.66,7.22,3.92
"8300",0.66,3.26,2.46
"8301",3.7,1.28,5.98
"8302",3.8,2.4,3.08
"8303",0.1,3.14,13.92
"8304",5.24,7.2,2.86
"8305",3.6,4.44,2.22
"8306",1.7,5.66,6.02
"8307",0.7,2.88,3.74
"8308",1.56,4.88,3.4
"8309",2.58,13.34,5.66
"8310",1.98,7.82,2.36
"8311",2.02,5.96,2.28
"8312",8.58,3.3,3.48
"8313",1.68,2.22,2.92
"8314",0.9,1.82,2.18
"8315",1.94,4.4,1.58
"8316",0.9,3.94,3.74
"8317",1.46,1.06,1.5
"8318",5.2,3.4,3.08
"8319",1.02,2.94,3.18
"8320",1.42,1.5,5.9
"8321",4.66,2.14,2.3
"8322",6.02,6.98,8.36
"8323",1.66,2.12,6
"8324",2.26,6.14,0.5
"8325",1.32,7.42,3.8
